brokertitle,type,beds,bath,propertysqft,administrative_area_level_2,latitude,longitude,price,status,borough,bed_bath_ratio
other,House for sale,2,1,2184.207862,United States,40.7236718,-73.8030548,749000,Pending,Queens,2.0
other,House for sale,4,2,2184.207862,United States,40.6283989,-73.9334448,625000,Pending,Brooklyn,2.0
Brokered by Sowae Corp,House for sale,4,2,2000.0,United States,40.8550515,-73.8852304,270000,Pending,Bronx,2.0
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,3,2,2184.207862,New York,40.7687538,-73.9631311,1200000,Pending,Manhattan,1.5
other,Condo for sale,2,1,1010.0,New York,40.6756382,-73.9555242,899000,Pending,Brooklyn,2.0
other,House for sale,3,5,4600.0,United States,40.6126355,-73.909459,2750000,Pending,Brooklyn,0.6
other,Co-op for sale,4,2,2235.0,United States,40.6054311,-73.7620238,589000,Pending,Queens,2.0
other,Co-op for sale,1,1,750.0,New York,40.5792324,-73.9713245,255000,Pending,Brooklyn,1.0
Brokered by Brown Harris Stevens,Townhouse for sale,5,3,3024.0,United States,40.808174,-73.951091,2000000,Pending,Manhattan,1.6666666666666667
other,House for sale,4,2,1216.0,United States,40.6318515,-73.9382094,758000,Pending,Brooklyn,2.0
other,House for sale,3,2,2184.207862,United States,40.8693539,-73.8883183,150000,Pending,Bronx,1.5
other,Co-op for sale,4,1,2184.207862,New York,40.8214364,-73.9403013,325000,Pending,Manhattan,4.0
other,House for sale,4,2,2184.207862,United States,40.6811881,-73.793438,709999,Pending,Queens,2.0
other,House for sale,5,4,2184.207862,United States,40.8806865,-73.9157055,1650000,Pending,Bronx,1.25
Brokered by Serhant,Townhouse for sale,4,4,4375.0,United States,40.7665309,-73.9594908,5999999,Pending,Manhattan,1.0
Brokered by Douglas Elliman  -111 Fifth Ave,Condo for sale,4,3,2184.207862,United States,40.7265745,-73.9945558,12495000,Pending,Manhattan,1.3333333333333333
other,Co-op for sale,4,4,1672.0,United States,40.5522652,-74.1732406,925000,Pending,Staten Island,1.0
Brokered by RE MAX Edge,Co-op for sale,2,1,950.0,New York,40.5871568,-73.9709274,239000,Pending,Brooklyn,2.0
Brokered by COMPASS,Co-op for sale,3,2,1230.0,New York,40.7032131,-73.9845345,1895000,Pending,Brooklyn,1.5
other,Townhouse for sale,9,5,5000.0,United States,40.8082842,-73.9412356,1900000,Pending,Manhattan,1.8
Brokered by Keller Williams Rlty Landmark,Co-op for sale,2,1,2184.207862,New York,40.783465,-73.7990603,305000,Pending,Queens,2.0
other,Multi-family home for sale,6,2,2184.207862,United States,40.6373525,-73.9344092,699000,Pending,Brooklyn,3.0
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,1,2,1560.0,New York,40.7403023,-73.9881731,3995000,Pending,Manhattan,0.5
Brokered by Brown Harris Stevens,Co-op for sale,2,1,900.0,United States,40.8808392,-73.9191025,249000,Pending,Bronx,2.0
other,Multi-family home for sale,3,2,1500.0,United States,40.5474933,-74.2098503,798888,Pending,Staten Island,1.5
Brokered by COMPASS,Townhouse for sale,4,4,2184.207862,United States,40.6773575,-74.0013329,2950000,Pending,Brooklyn,1.0
Brokered by RE MAX Edge,Multi-family home for sale,12,7,4719.0,United States,40.6395826,-74.0081915,1850000,Pending,Brooklyn,1.7142857142857142
Brokered by Corcoran Park Avenue South,Co-op for sale,1,1,750.0,New York,40.6939582,-73.9943695,475000,Pending,Brooklyn,1.0
other,Co-op for sale,3,1,2184.207862,New York,40.7469399,-73.8986099,235000,Pending,Queens,3.0
other,Co-op for sale,4,3,3900.0,United States,40.7588099,-73.9645276,5999000,Pending,Manhattan,1.3333333333333333
Brokered by COMPASS,Co-op for sale,1,1,900.0,New York,40.7157399,-73.83672,349500,Pending,Queens,1.0
other,House for sale,5,2,1450.0,United States,40.7679673,-73.8246067,2500000,Pending,Queens,2.5
other,Co-op for sale,1,1,850.0,New York,40.83645,-73.924271,99000,Pending,Bronx,1.0
other,Multi-family home for sale,7,2,2184.207862,United States,40.7063804,-73.9009749,1250828,Pending,Queens,3.5
other,House for sale,4,4,1746.0,United States,40.6212482,-74.0338909,1450000,Pending,Brooklyn,1.0
Brokered by Corcoran Brooklyn Heights,Co-op for sale,2,2,1200.0,New York,40.7216499,-73.84119,650000,Pending,Queens,1.0
Brokered by Winzone Realty Inc,Co-op for sale,3,2,1405.0,United States,40.7381853,-73.8581248,425000,Pending,Queens,1.5
other,Co-op for sale,1,1,775.0,New York,40.6347771,-74.0316533,325000,Pending,Brooklyn,1.0
other,Co-op for sale,2,1,2184.207862,New York,40.71712,-73.838966,460000,Pending,Queens,2.0
other,Multi-family home for sale,3,4,2024.0,United States,40.5963657,-74.0997473,868000,Pending,Staten Island,0.75
Brokered by COMPASS,Co-op for sale,2,2,1270.0,New York,40.8370331,-73.9477948,975000,Pending,Manhattan,1.0
other,Co-op for sale,4,4,2920.0,United States,40.6134167,-74.1334698,949000,Pending,Staten Island,1.0
other,Condo for sale,4,3,2729.0,New York,40.7069134,-74.0085778,1999999,Pending,Manhattan,1.3333333333333333
other,Co-op for sale,12,6,3900.0,United States,40.6589824,-73.9920247,999999,Contingent,Brooklyn,2.0
other,Co-op for sale,1,1,2184.207862,New York,40.7667099,-73.78272,225000,Pending,Queens,1.0
Brokered by COMPASS,Co-op for sale,2,1,2184.207862,New York,40.6634878,-73.9807302,1100000,Pending,Brooklyn,2.0
other,Multi-family home for sale,5,2,1780.0,United States,40.5874424,-73.9675716,580000,Pending,Brooklyn,2.5
other,House for sale,3,2,1200.0,United States,40.6322163,-73.894288,635000,Pending,Brooklyn,1.5
Brokered by EXP Realty,Multi-family home for sale,8,5,2538.0,United States,40.6565969,-73.745832,1235000,Pending,Queens,1.6
other,Multi-family home for sale,6,5,2184.207862,United States,40.6755971,-73.7952881,1069000,Pending,Queens,1.2
Brokered by Corcoran Park Slope,Co-op for sale,2,2,1572.0,New York,40.6750114,-73.9554645,1695000,Pending,Brooklyn,1.0
other,Co-op for sale,3,1,500.0,New York,40.7172419,-73.8336819,173000,Pending,Queens,3.0
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,3,2,1039.0,New York,40.7644959,-73.9851321,2045000,Pending,Manhattan,1.5
Brokered by RE MAX Real Estate Professionals,House for sale,6,4,1440.0,United States,40.6337561,-74.003307,1439000,Pending,Brooklyn,1.5
other,Condo for sale,5,4,3180.0,United States,40.709894,-74.017865,4500000,Pending,Manhattan,1.25
other,Co-op for sale,3,2,1800.0,New York,40.7201292,-73.8398387,1139000,Pending,Queens,1.5
other,Multi-family home for sale,3,4,2448.0,United States,40.6210192,-74.1602713,689900,Pending,Staten Island,0.75
Brokered by COMPASS,Co-op for sale,2,2,2184.207862,New York,40.7787812,-73.9837783,1775000,Pending,Manhattan,1.0
other,House for sale,5,3,2160.0,United States,40.633504,-74.034181,1695000,Pending,Brooklyn,1.6666666666666667
other,Condo for sale,1,1,2184.207862,New York,40.7879956,-73.9485879,599000,Pending,Manhattan,1.0
other,Co-op for sale,3,2,1250.0,United States,40.5866482,-73.9845156,459000,Pending,Brooklyn,1.5
other,Multi-family home for sale,3,5,2560.0,United States,40.5813374,-73.9589282,1949000,Pending,Brooklyn,0.6
Brokered by COMPASS,Multi-family home for sale,4,3,1848.0,United States,40.7349473,-73.7733194,1199000,Pending,Queens,1.3333333333333333
NoBroker,Co-op for sale,3,1,2184.207862,New York,40.7482797,-73.9715473,430000,Pending,Manhattan,3.0
other,Co-op for sale,1,1,2184.207862,New York,40.7753572,-73.9085482,225000,Pending,Queens,1.0
other,Co-op for sale,2,1,2184.207862,New York,40.7427699,-73.70245,325000,Pending,Queens,2.0
other,Multi-family home for sale,3,4,2184.207862,United States,40.7675169,-73.7439734,1275000,Pending,Queens,0.75
other,Condo for sale,2,2,915.0,New York,40.694352,-73.919978,874000,Pending,Brooklyn,1.0
other,Co-op for sale,1,1,650.0,New York,40.906568,-73.8968047,110000,Pending,Bronx,1.0
NoBroker,House for sale,2,3,2184.207862,United States,40.6886004,-73.7568067,499000,Pending,Queens,0.6666666666666666
other,House for sale,4,3,3512.0,United States,40.7974719,-73.8143638,2100000,Pending,Queens,1.3333333333333333
Brokered by COMPASS,Condo for sale,1,1,654.0,New York,40.708157,-73.944452,750000,Pending,Brooklyn,1.0
other,Co-op for sale,1,1,2184.207862,New York,40.7586944,-73.9049161,285000,Pending,Queens,1.0
Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,7,8,3700.0,United States,40.6278319,-74.024872,2499000,Pending,Brooklyn,0.875
other,Co-op for sale,6,3,2184.207862,United States,40.8781862,-73.8523657,485000,Pending,Bronx,2.0
Brokered by Brown Harris Stevens,Co-op for sale,3,2,1200.0,New York,40.831991,-73.919124,499000,Pending,Bronx,1.5
Brokered by COMPASS,Townhouse for sale,5,2,3100.0,United States,40.6816466,-73.9105641,1999000,Pending,Brooklyn,2.5
other,Multi-family home for sale,4,4,3068.0,United States,40.8129128,-73.8461841,980000,Pending,Bronx,1.0
Brokered by COMPASS,Co-op for sale,1,1,2184.207862,New York,40.8532882,-73.939814,650000,Pending,Manhattan,1.0
other,House for sale,3,2,1700.0,United States,40.6089374,-73.9401956,939000,Pending,Brooklyn,1.5
other,Co-op for sale,1,1,2184.207862,New York,40.7490728,-73.8859424,269000,Pending,Queens,1.0
other,Co-op for sale,2,1,900.0,New York,40.6481488,-74.0847983,220500,Pending,Staten Island,2.0
other,Multi-family home for sale,16,8,3550.0,United States,40.8282675,-73.9014729,1279000,Pending,Bronx,2.0
NoBroker,Co-op for sale,1,1,2184.207862,New York,40.7318103,-73.8443526,239000,Pending,Queens,1.0
other,Multi-family home for sale,4,3,3664.0,United States,40.8389133,-73.8826337,1100000,Pending,Bronx,1.3333333333333333
Brokered by Corcoran Park Avenue South,Condo for sale,2,2,2184.207862,New York,40.7081041,-74.0074731,1150000,Pending,Manhattan,1.0
Brokered by RE MAX Edge,Condo for sale,2,1,1105.0,United States,40.5857519,-73.9835309,538000,Pending,Brooklyn,2.0
other,Condo for sale,4,3,1950.0,New York,40.6259793,-73.9821859,1390000,Pending,Brooklyn,1.3333333333333333
Brokered by Brown Harris Stevens,Townhouse for sale,3,4,2184.207862,United States,40.6963652,-73.9941542,10975000,Pending,Brooklyn,0.75
Brokered by COMPASS,Co-op for sale,3,3,995.0,New York,40.7989206,-73.9723967,1750000,Pending,Manhattan,1.0
other,House for sale,3,2,2040.0,United States,40.8247339,-73.8794549,699000,Pending,Bronx,1.5
Brokered by Winzone Realty Inc,Condo for sale,2,1,970.0,New York,40.7472374,-73.9021112,720000,Pending,Queens,2.0
other,Multi-family home for sale,12,6,4125.0,United States,40.7009355,-73.9250748,1299999,Pending,Brooklyn,2.0
other,Multi-family home for sale,4,2,2175.0,United States,40.6629386,-73.8878146,471300,Pending,Brooklyn,2.0
NoBroker,Multi-family home for sale,5,2,2750.0,United States,40.8242389,-73.8173809,925000,Pending,Bronx,2.5
Brokered by Corcoran Park Slope,Condo for sale,2,2,1766.0,New York,40.5771307,-73.8443159,699000,Pending,Queens,1.0
Brokered by Corcoran East Side,Co-op for sale,1,1,2184.207862,New York,40.7570928,-73.9663495,899000,Pending,Manhattan,1.0
Brokered by COMPASS,Townhouse for sale,4,2,2625.0,United States,40.685396,-73.959061,1195000,Pending,Brooklyn,2.0
other,Condo for sale,1,1,730.0,New York,40.6109595,-74.060351,189000,Pending,Staten Island,1.0
other,Co-op for sale,5,4,1992.0,United States,40.6302066,-73.962272,1390000,Pending,Brooklyn,1.25
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,1,1,814.0,New York,40.6903851,-73.9825343,1495000,Pending,Brooklyn,1.0
other,Co-op for sale,2,2,1000.0,New York,40.775154,-73.962097,1199000,Pending,Manhattan,1.0
other,Multi-family home for sale,6,5,2184.207862,United States,40.8610016,-73.9014141,890000,Pending,Bronx,1.2
other,Multi-family home for sale,5,3,2000.0,United States,40.6703548,-73.8767077,604200,Pending,Brooklyn,1.6666666666666667
Brokered by RE MAX Edge,Co-op for sale,1,1,750.0,New York,40.614285,-74.0315729,399000,Pending,Brooklyn,1.0
other,Multi-family home for sale,5,4,3252.0,United States,40.5504262,-74.186404,1450000,Pending,Staten Island,1.25
Brokered by Keller Williams Rlty Landmark,House for sale,3,1,2184.207862,United States,40.7676985,-73.7850344,758888,Pending,Queens,3.0
other,Multi-family home for sale,3,2,2648.0,United States,40.7544269,-73.8114185,1299000,Pending,Queens,1.5
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,3,2,1711.0,New York,40.7019735,-73.9869044,2099000,Pending,Brooklyn,1.5
other,House for sale,3,3,1656.0,United States,40.6359565,-73.8946343,849000,Pending,Brooklyn,1.0
other,House for sale,5,4,2755.0,United States,40.5923372,-74.0687941,1250000,Pending,Staten Island,1.25
other,Multi-family home for sale,6,5,2640.0,United States,40.5294592,-74.1903024,1288000,Pending,Staten Island,1.2
other,House for sale,3,2,1296.0,United States,40.6381159,-73.9218484,680000,Pending,Brooklyn,1.5
other,Co-op for sale,3,2,1784.0,United States,40.5788586,-74.11209,899999,Contingent,Staten Island,1.5
other,Multi-family home for sale,6,3,3001.0,United States,40.6648195,-73.9891783,1849000,Pending,Brooklyn,2.0
other,House for sale,6,6,6290.0,United States,40.8969575,-73.9032123,3400000,Pending,Bronx,1.0
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,2,2,2184.207862,New York,40.807426,-73.9535703,1100000,Pending,Manhattan,1.0
other,Co-op for sale,1,1,950.0,New York,40.7419819,-73.980516,799000,Pending,Manhattan,1.0
other,Co-op for sale,2,1,1100.0,New York,40.7487581,-73.9782786,599000,Pending,Manhattan,2.0
Brokered by COMPASS,Condo for sale,3,1,419.0,New York,40.7424515,-73.996531,645000,Pending,Manhattan,3.0
Brokered by Corcoran Park Slope,Co-op for sale,3,2,2000.0,United States,40.665708,-73.976288,2250000,Pending,Brooklyn,1.5
other,Multi-family home for sale,4,3,2184.207862,United States,40.7569734,-73.8811062,1150000,Pending,Queens,1.3333333333333333
other,Co-op for sale,2,1,900.0,New York,40.6329634,-73.9709274,495000,Pending,Brooklyn,2.0
other,Co-op for sale,3,1,450.0,New York,40.5756277,-73.9667833,257000,Pending,Brooklyn,3.0
other,Multi-family home for sale,4,2,2184.207862,United States,40.6847739,-73.8261116,779000,Pending,Queens,2.0
Brokered by Winzone Realty Inc,Co-op for sale,2,1,2184.207862,New York,40.753455,-73.8209077,369000,Pending,Queens,2.0
Brokered by E Realty International Corp,House for sale,5,4,1200.0,United States,40.7928436,-73.8190811,2098000,Pending,Queens,1.25
other,Co-op for sale,2,1,800.0,United States,40.6699639,-73.9428018,349000,Pending,Brooklyn,2.0
other,Multi-family home for sale,6,3,2754.0,United States,40.681189,-73.9146606,1699999,Pending,Brooklyn,2.0
other,Co-op for sale,2,2,2184.207862,New York,40.7507718,-73.8890157,695000,Pending,Queens,1.0
other,Land for sale,3,2,2184.207862,United States,40.6179636,-73.9681702,3600000,Pending,Brooklyn,1.5
other,House for sale,3,2,2184.207862,United States,40.6485435,-73.9292272,749999,Pending,Brooklyn,1.5
other,Condo for sale,1,1,743.0,United States,40.7961762,-73.962094,1125000,Pending,Manhattan,1.0
other,House for sale,3,2,1140.0,United States,40.627807,-74.11527,588000,Pending,Staten Island,1.5
other,Condo for sale,1,1,650.0,New York,40.6109595,-74.060351,238000,Pending,Staten Island,1.0
Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,6,2,2720.0,United States,40.6366874,-73.9984062,2100000,Pending,Brooklyn,3.0
other,Condo for sale,1,1,726.0,New York,40.6299335,-74.0999243,330000,Pending,Staten Island,1.0
Brokered by Exp Realty,House for sale,2,2,1048.0,United States,40.8648218,-73.8430463,599999,Pending,Bronx,1.0
Brokered by COMPASS,Condo for sale,2,2,1519.0,New York,40.8163359,-73.9434447,699000,Pending,Manhattan,1.0
Brokered by E Realty International Corp,Co-op for sale,3,1,2184.207862,New York,40.756144,-73.8213672,198000,Pending,Queens,3.0
other,Multi-family home for sale,5,4,2250.0,United States,40.5486237,-74.1868168,1400000,Pending,Staten Island,1.25
other,Co-op for sale,3,1,2184.207862,New York,40.7935524,-73.9687728,369000,Pending,Manhattan,3.0
other,Co-op for sale,2,1,900.0,New York,40.8919476,-73.8973687,340000,Pending,Bronx,2.0
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,5,2,2184.207862,United States,40.7686449,-73.9625686,13650000,Pending,Manhattan,2.5
other,Co-op for sale,4,2,1428.0,United States,40.6618245,-73.890638,499000,Foreclosure,Brooklyn,2.0
other,Condo for sale,3,3,1855.0,New York,40.7573108,-73.8341865,1450000,Pending,Queens,1.0
other,Co-op for sale,3,1,2184.207862,New York,40.6837918,-73.9631445,650000,Pending,Brooklyn,3.0
other,Condo for sale,2,2,1309.0,New York,40.7439229,-73.9937052,1990000,Pending,Manhattan,1.0
Brokered by COMPASS,Co-op for sale,2,2,2184.207862,New York,40.7666667,-73.9797008,2750000,Pending,Manhattan,1.0
Brokered by Corcoran Park Slope,Co-op for sale,7,4,2832.0,United States,40.6331671,-73.9597006,1800000,Pending,Brooklyn,1.75
other,Multi-family home for sale,4,2,2000.0,United States,40.6066581,-74.1639294,739900,Pending,Staten Island,2.0
Brokered by COMPASS,Co-op for sale,3,2,2184.207862,New York,40.6912661,-73.9418745,595000,Pending,Brooklyn,1.5
Brokered by COMPASS,Townhouse for sale,4,4,2184.207862,United States,40.670429,-73.9411141,1995000,Pending,Brooklyn,1.0
Brokered by Keller Williams Rlty Landmark,Co-op for sale,2,2,1075.0,New York,40.7487647,-73.8834851,595000,Pending,Queens,1.0
other,House for sale,3,3,1344.0,United States,40.6891418,-73.8510191,780000,Pending,Queens,1.0
other,Condo for sale,2,2,1080.0,New York,40.5754825,-73.9747644,695000,Pending,Brooklyn,1.0
other,Co-op for sale,1,1,2184.207862,New York,40.9073699,-73.9065578,285000,Pending,Bronx,1.0
other,Co-op for sale,8,4,2184.207862,United States,40.6914843,-73.9676428,2700000,Pending,Brooklyn,2.0
other,House for sale,3,2,1008.0,United States,40.6306551,-74.1655807,699000,Pending,Staten Island,1.5
other,Co-op for sale,1,1,2184.207862,United States,40.7601741,-73.728329,278999,Pending,Queens,1.0
other,Co-op for sale,1,1,2184.207862,New York,40.9069228,-73.9062512,265000,Pending,Bronx,1.0
other,Multi-family home for sale,4,4,2554.0,United States,40.5016233,-74.2417531,1049000,Pending,Staten Island,1.0
other,Co-op for sale,6,2,4346.0,United States,40.5274146,-74.179841,2300000,Pending,Staten Island,3.0
other,House for sale,3,2,2184.207862,United States,40.6146692,-73.9515915,799000,Pending,Brooklyn,1.5
other,Co-op for sale,1,1,800.0,New York,40.5980473,-73.9354323,175000,Pending,Brooklyn,1.0
other,Land for sale,3,2,2184.207862,United States,40.5069018,-74.2247039,750000,Pending,Staten Island,1.5
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,1,1,2184.207862,New York,40.7271763,-74.0030659,595000,Pending,Manhattan,1.0
other,Co-op for sale,1,1,780.0,New York,40.586901,-73.932949,209900,Pending,Brooklyn,1.0
other,Co-op for sale,2,1,2184.207862,New York,40.7286188,-73.8616623,379000,Pending,Queens,2.0
Brokered by Corcoran Brooklyn Heights,Condo for sale,2,2,1144.0,New York,40.6912454,-73.9154184,1075000,Pending,Brooklyn,1.0
Brokered by KELLER WILLIAMS REALTY LANDMARK II,House for sale,2,2,950.0,United States,40.7746518,-73.81583,859000,Pending,Queens,1.0
